Gene_Name,Number_of_binding_site,Strenght_of_binding,Expression_covariation
FBgn0015402,4,7.08,0.438944554
FBgn0037358,12,8.088333333,0.438442106
FBgn0028646,5,7.144,0.432989658
FBgn0261986,3,6.466666667,0.422493653
FBgn0001077,9,6.075555556,0.42165221
FBgn0037713,5,6.574,0.421071111
FBgn0264574,5,7.674,0.420683389
FBgn0014092,3,7.486666667,0.417425919
FBgn0086472,3,6.973333333,0.417425452
FBgn0035109,17,7.268823529,0.410632072
FBgn0037299,4,7.9,0.410599911
FBgn0037270,7,7.241428571,0.400840018
FBgn0037336,4,7.355,0.400364856
FBgn0040080,3,6.643333333,0.39885988
FBgn0004436,4,7.5275,0.393702246
FBgn0053094,3,7.47,0.383900251
FBgn0053635,24,7.134166667,0.383808895
FBgn0051658,3,6.306666667,0.382204676
FBgn0004373,5,7.228,0.38017204
FBgn0053158,3,5.903333333,0.36838144
FBgn0024912,4,8.105,0.367503248
FBgn0010355,5,6.264,0.367455215
FBgn0033052,3,5.74,0.364636166
FBgn0024909,3,7.683333333,0.361852528
FBgn0037877,4,6.4475,0.361679957
FBgn0035164,5,6.846,0.354435373
FBgn0039120,3,6.876666667,0.353585688
FBgn0031374,4,8.3475,0.352712542
FBgn0026372,6,7.566666667,0.35164139
FBgn0039713,6,7.033333333,0.349596478
FBgn0037686,3,7.263333333,0.341917124
FBgn0005649,4,6.91,0.341644614
FBgn0003165,4,7.2,0.341343374
FBgn0035173,7,6.964285714,0.330542839
FBgn0037351,3,7.093333333,0.311946287
FBgn0264331,3,6.376666667,0.307364022
FBgn0033010,5,7.946,0.305713218
FBgn0017457,7,7.09,0.303649271
FBgn0262115,19,7.070547945,0.303636616
FBgn0002622,13,6.68,0.303168873
FBgn0031296,4,8.065,0.29610705
FBgn0003882,17,6.934444444,0.29190135
FBgn0035111,25,7.00862069,0.291620959
FBgn0262117,12,7.085517241,0.290181963
FBgn0028833,14,6.475,0.288386457
FBgn0262116,25,6.626666667,0.286587236
FBgn0032586,13,8.253333333,0.286432615
FBgn0024945,23,6.510869565,0.283823748
FBgn0037723,3,6.563333333,0.275736442
FBgn0261108,3,7.73,0.274387543
FBgn0020385,3,7.73,0.270833162
FBgn0037328,3,6.723333333,0.263820309
FBgn0037611,4,6.495,0.254294992
FBgn0020910,3,6.973333333,0.24633863
FBgn0067864,8,6.235,0.244036511
FBgn0037251,24,6.665833333,0.241342321
FBgn0039300,4,6.325,0.235606677
FBgn0260946,5,6.534,0.232246653
FBgn0037899,3,6.51,0.231427724
FBgn0037874,3,6.716666667,0.225202226
FBgn0026417,5,7.15,0.209521484
FBgn0039431,4,6.345,0.208228411
FBgn0035194,6,7.893333333,0.201001809
FBgn0031260,8,7.75625,0.19971636
FBgn0037878,3,6.546666667,0.197646286
FBgn0019972,3,6.716666667,0.193618332
FBgn0262617,4,6.29,0.191518044
FBgn0260798,4,6.565,0.184107462
FBgn0002431,4,6.425,0.182383738
FBgn0032889,3,9.366666667,0.180264402
FBgn0037822,3,7.73,0.175052236
FBgn0025806,3,7.36,0.174957637
FBgn0011289,3,6.61,0.168794018
FBgn0259212,3,8.756666667,0.166891396
FBgn0086451,3,6.15,0.166082707
FBgn0037382,3,6.93,0.157624124
FBgn0037549,3,6.473333333,0.15368266
FBgn0037263,10,6.369,0.150213822
FBgn0037244,12,6.801666667,0.145529531
FBgn0037778,4,6.515,0.139223767
FBgn0047114,4,6.37,0.13820169
FBgn0260243,3,6.923333333,0.13800967
FBgn0031270,7,9.095714286,0.134852045
FBgn0039145,4,6.91,0.132459352
FBgn0264495,4,6.825,0.130132249
FBgn0003444,13,7.162307692,0.128590856
FBgn0035181,7,6.774285714,0.122325899
FBgn0035254,7,6.912857143,0.118447469
FBgn0025558,3,7.35,0.112512976
FBgn0260799,9,7.362222222,0.111264359
FBgn0031229,15,6.758,0.103358252
FBgn0037231,20,6.8475,0.101140975
FBgn0039764,4,6.515,0.100921676
FBgn0053213,4,7.545,0.098480348
FBgn0004777,10,6.962,0.091332624
FBgn0027889,3,7.216666667,0.091018743
FBgn0067779,11,6.816969697,0.089304777
FBgn0039113,4,6.385,0.085842085
FBgn0033039,3,6.123333333,0.084390265
FBgn0037230,9,7.214901961,0.084164068
FBgn0035159,6,7.103333333,0.078836311
FBgn0033060,6,6.323333333,0.07493292
FBgn0015331,14,6.717045455,0.070367593
FBgn0025676,6,7.103333333,0.067665067
FBgn0010602,10,7.797,0.063637147
FBgn0037613,3,6.51,0.061143243
FBgn0035199,6,6.96,0.059490988
FBgn0033785,3,6.1,0.045121123
FBgn0000454,3,8.316666667,0.042034057
FBgn0035144,6,6.461666667,0.026966682
FBgn0035136,7,7.27,0.02559583
FBgn0029514,3,8.596666667,0.01930838
FBgn0027866,17,7.144074074,0.016794542
FBgn0010774,4,6.345,0.015985028
FBgn0037338,4,7.355,0.013945004
FBgn0039269,3,6.643333333,0.013543374
FBgn0037323,3,8.16,0.007675081
FBgn0037722,3,6.926666667,-0.008398089
FBgn0031227,10,6.332,-0.009160688
FBgn0051004,4,6.29,-0.012673636
FBgn0263594,18,7.048888889,-0.013836973
FBgn0037225,16,6.579375,-0.015114556
FBgn0065064,4,6.7675,-0.026479676
FBgn0033521,4,7.66,-0.027890436
FBgn0025592,25,7.0532,-0.02848946
FBgn0010113,4,6.36,-0.034483962
FBgn0004870,3,9.743333333,-0.035614572
FBgn0039859,4,7.3,-0.03634229
FBgn0035298,4,7.885,-0.057571593
FBgn0037235,9,7.576666667,-0.058217431
FBgn0261562,4,6.13,-0.058260246
FBgn0035146,5,7.038,-0.059346806
FBgn0037228,21,7.129047619,-0.061132735
FBgn0037282,5,6.596,-0.062992932
FBgn0037315,5,6.976,-0.065071237
FBgn0039682,3,7.096666667,-0.067484612
FBgn0035122,3,7.226666667,-0.067509388
FBgn0052944,12,7.006666667,-0.071519034
FBgn0037442,4,6.31,-0.071950068
FBgn0031294,7,8.441428571,-0.085408116
FBgn0037217,11,6.976896552,-0.085941956
FBgn0086758,5,7.792,-0.092571685
FBgn0039702,4,7.495,-0.092929826
FBgn0051481,10,6.992,-0.093655115
FBgn0037443,4,6.345,-0.097701057
FBgn0037447,4,6.36,-0.100554456
FBgn0039564,3,6.473333333,-0.101289924
FBgn0039663,5,6.402,-0.10684461
FBgn0039678,3,6.716666667,-0.107626641
FBgn0028481,4,7.21,-0.108464955
FBgn0037220,17,6.48037037,-0.110513077
FBgn0016715,4,6.925,-0.111219575
FBgn0041097,5,7.704,-0.111965053
FBgn0065099,3,7.056666667,-0.113208001
FBgn0035189,6,7.536666667,-0.11794973
FBgn0039696,4,6.395,-0.119486456
FBgn0035233,12,7.775,-0.119879358
FBgn0031228,13,6.708125,-0.120113726
FBgn0035249,3,7.106666667,-0.122763147
FBgn0051559,10,6.651,-0.123972104
FBgn0037846,3,6.52,-0.124218826
FBgn0035203,3,8.803333333,-0.124911293
FBgn0027570,5,6.82,-0.125654322
FBgn0085413,4,7.15,-0.125831168
FBgn0043455,3,7.31,-0.125949708
FBgn0037249,23,7.126086957,-0.127801832
FBgn0037224,15,6.8846875,-0.130128818
FBgn0026562,3,6.51,-0.132444075
FBgn0013811,3,6.173333333,-0.13325432
FBgn0038330,4,6.58,-0.13602407
FBgn0011828,3,7.226666667,-0.136466001
FBgn0051100,3,6.75,-0.137397745
FBgn0031220,15,8.196,-0.141154391
FBgn0004509,5,6.694,-0.142718653
FBgn0035110,14,6.886129032,-0.142824055
FBgn0034249,3,7.366666667,-0.143223772
FBgn0028734,4,7.425,-0.144038952
FBgn0028675,3,5.983333333,-0.144152707
FBgn0026630,3,7.036666667,-0.145753526
FBgn0039290,3,6.83,-0.14680746
FBgn0025683,17,7.340740741,-0.148652549
FBgn0015282,4,6.31,-0.152073059
FBgn0038679,3,8.72,-0.154093661
FBgn0039150,3,7.603333333,-0.155672558
FBgn0037262,10,6.369,-0.160984836
FBgn0037215,13,6.823653846,-0.161234836
FBgn0037424,4,7.74,-0.162552401
FBgn0037240,12,7.479166667,-0.164956911
FBgn0031384,9,6.641111111,-0.16603336
FBgn0014018,3,7.44,-0.169313936
FBgn0037317,5,6.976,-0.174553728
FBgn0032908,3,7.96,-0.178434102
FBgn0043364,3,5.813333333,-0.182515385
FBgn0011774,3,6.716666667,-0.183119686
FBgn0037241,22,7.02,-0.184429136
FBgn0035308,3,7.483333333,-0.184834224
FBgn0024806,7,8.162857143,-0.186033366
FBgn0051441,3,6.466666667,-0.186211864
FBgn0035287,4,5.985,-0.1877394
FBgn0042094,3,6.51,-0.188250518
FBgn0037607,3,6.533333333,-0.189278739
FBgn0027527,4,7.985,-0.189827089
FBgn0043884,3,7.01,-0.191254926
FBgn0035253,3,6.383333333,-0.191719859
FBgn0037645,3,7.276666667,-0.19495502
FBgn0031253,4,8.0175,-0.196488186
FBgn0016977,17,6.188823529,-0.197495914
FBgn0016061,4,7.095,-0.199906182
FBgn0003129,4,7.13,-0.200052163
FBgn0037707,3,6.473333333,-0.206259648
FBgn0037265,4,7.2325,-0.207961288
FBgn0035266,6,6.503333333,-0.209311914
FBgn0028999,3,6.59,-0.209704992
FBgn0000109,6,7.235,-0.215281244
FBgn0037634,4,6.495,-0.221742834
FBgn0037446,4,8.105,-0.22500344
FBgn0039125,5,7.66,-0.225434116
FBgn0035103,14,6.723076923,-0.229814483
FBgn0003479,4,7.405,-0.231076795
FBgn0039687,3,6.76,-0.231370827
FBgn0010225,22,6.721363636,-0.231564207
FBgn0031261,3,7.103333333,-0.233922084
FBgn0061476,3,6.473333333,-0.235037407
FBgn0000247,3,6.543333333,-0.24184625
FBgn0263346,10,7.488,-0.242947898
FBgn0035268,4,6.53,-0.246733774
FBgn0051974,21,7.180344828,-0.251222682
FBgn0039679,3,6.716666667,-0.251988307
FBgn0039667,5,6.402,-0.252726319
FBgn0013342,8,7.07875,-0.257122931
FBgn0037777,4,6.7725,-0.258511428
FBgn0037730,4,6.97,-0.263402859
FBgn0039774,4,7.495,-0.265245721
FBgn0010583,3,6.523333333,-0.269996344
FBgn0041605,14,7.049047619,-0.270069368
FBgn0039831,4,6.495,-0.27009852
FBgn0005677,3,8.253333333,-0.270648153
FBgn0037433,3,6.486666667,-0.273564937
FBgn0020279,3,7.35,-0.278907803
FBgn0010222,4,6.395,-0.282843929
FBgn0027583,3,7.683333333,-0.286705524
FBgn0002578,4,7.315,-0.288760604
FBgn0022981,7,6.735714286,-0.288880211
FBgn0004378,6,7.955,-0.290551244
FBgn0263749,5,6.554,-0.292252527
FBgn0051002,3,6.716666667,-0.292568183
FBgn0035120,3,6.236666667,-0.295201255
FBgn0051363,3,6.543333333,-0.295708704
FBgn0013755,3,6.263333333,-0.302981947
FBgn0000633,4,7.435,-0.303668632
FBgn0003275,5,7.228,-0.311330006
FBgn0051973,21,6.940263158,-0.312629443
FBgn0000557,5,9.06,-0.315208819
FBgn0035232,5,6.048,-0.319430909
FBgn0025712,5,6.632,-0.32148273
FBgn0037880,3,6.546666667,-0.3220323
FBgn0262801,3,7.31,-0.322849302
FBgn0037571,4,6.445,-0.330604957
FBgn0052475,11,6.830196078,-0.330705309
FBgn0031286,12,7.615833333,-0.330719375
FBgn0036648,4,6.65,-0.334322538
FBgn0037297,7,7.464285714,-0.338765685
FBgn0260766,4,6.4725,-0.341447488
FBgn0039846,4,6.31,-0.342067541
FBgn0021872,4,7.06,-0.345503284
FBgn0051032,4,7.0625,-0.345546457
FBgn0031251,6,7.046666667,-0.349402029
FBgn0038478,4,7.97,-0.350657495
FBgn0031399,4,6.7375,-0.35415745
FBgn0004862,4,7.31,-0.355033275
FBgn0086408,3,6.843333333,-0.355217255
FBgn0033716,5,6.33,-0.355228757
FBgn0027111,3,7.226666667,-0.356697918
FBgn0026563,3,6.886666667,-0.362517772
FBgn0261836,3,6.923333333,-0.369466944
FBgn0261436,13,6.7484375,-0.375888472
FBgn0046222,9,8.602222222,-0.376676148
FBgn0263113,3,6.013333333,-0.380104797
FBgn0037843,4,6.895,-0.382499723
FBgn0031245,4,7.8125,-0.384181556
FBgn0003741,3,9.306666667,-0.387394707
FBgn0039735,3,6.623333333,-0.392424393
FBgn0020622,3,8.456666667,-0.393198846
FBgn0038194,3,6.486666667,-0.393481025
FBgn0261049,4,6.385,-0.399834089
FBgn0015542,4,6.29,-0.400180036
FBgn0037435,5,8.108,-0.401199194
FBgn0036775,3,8.46,-0.401791196
FBgn0037716,4,6.705,-0.406677871
FBgn0035440,3,6.916666667,-0.407356233
FBgn0020912,4,7.475,-0.412215205
FBgn0082585,3,9.696666667,-0.412502344
FBgn0035147,6,7.03,-0.414678213
FBgn0264294,3,5.826666667,-0.414873294
FBgn0037469,4,7.5725,-0.416713756
FBgn0032394,3,6.916666667,-0.418286821
FBgn0039128,3,6.51,-0.419572994
FBgn0003278,3,8.423333333,-0.422227868
FBgn0031282,5,8.13,-0.425259442
FBgn0035272,3,6.173333333,-0.425800765
FBgn0035227,5,7.15,-0.428964214
FBgn0051522,17,6.867058824,-0.429418978
FBgn0039149,4,6.29,-0.434824407
FBgn0011655,4,7.35,-0.440782557
FBgn0027786,20,6.743428571,-0.44261254
FBgn0031238,9,7.216666667,-0.44384468
FBgn0028577,3,5.85,-0.444857809
FBgn0031344,5,7.18,-0.450119851
FBgn0000313,4,6.29,-0.450159275
FBgn0004908,4,7.13,-0.451492073
FBgn0039271,4,6.545,-0.452279036
FBgn0260794,5,7.15,-0.453331291
FBgn0037242,21,6.923333333,-0.456167295
FBgn0037679,3,7.096666667,-0.457241959
FBgn0027930,25,7.200384615,-0.45767936
FBgn0053554,5,6.614,-0.462574302
FBgn0250789,6,5.863333333,-0.468145651
FBgn0035264,4,8.0025,-0.474530446
FBgn0037578,3,7.73,-0.478217168
FBgn0031224,18,6.844642857,-0.478503419
FBgn0031304,3,5.936666667,-0.480023981
FBgn0031216,20,7.227,-0.48213429
FBgn0026787,22,7.324545455,-0.487477485
FBgn0037659,3,7.44,-0.490999897
FBgn0004369,3,7.78,-0.494868285
FBgn0031252,4,8.0175,-0.504735458
FBgn0002121,7,6.914805195,-0.507267236
FBgn0053229,22,7.395,-0.507582644
FBgn0037788,4,6.36,-0.510780719
FBgn0037248,21,6.881842105,-0.511212827
FBgn0039829,4,6.495,-0.513682788
FBgn0037391,6,7.996666667,-0.520967457
FBgn0035248,4,5.8625,-0.521506261
FBgn0013759,3,6.576666667,-0.523935186
FBgn0025725,3,7.106666667,-0.527335094
FBgn0004396,4,7.355,-0.527974418
FBgn0004606,4,6.515,-0.529049942
FBgn0035099,17,6.653703704,-0.53191076
FBgn0083946,3,6.83,-0.531944718
FBgn0263231,3,6.533333333,-0.533228402
FBgn0039167,4,6.97,-0.533818809
FBgn0039404,5,6.534,-0.53477083
FBgn0003607,3,6.523333333,-0.537476724
FBgn0039337,3,6.596666667,-0.53815249
FBgn0046225,4,6.345,-0.540496447
FBgn0037255,4,6.345,-0.544256319
FBgn0037489,4,6.345,-0.546187047
FBgn0002774,6,6.535,-0.547522184
FBgn0039561,3,6.543333333,-0.547544151
FBgn0015621,3,7.043333333,-0.548617629
FBgn0085335,9,7.57,-0.548755246
FBgn0039501,4,6.29,-0.549849997
FBgn0026620,4,6.84,-0.550772928
FBgn0051133,3,6.936666667,-0.556809799
FBgn0002735,4,7.2,-0.55714482
FBgn0010323,6,9.626666667,-0.559606321
FBgn0051388,4,6.28,-0.560153989
FBgn0033038,4,7.055,-0.560559578
FBgn0037467,3,7.683333333,-0.561686534
FBgn0003002,6,7.518333333,-0.564472359
FBgn0039566,3,6.51,-0.565719963
FBgn0035113,13,7.426923077,-0.567714848
FBgn0027597,3,6.676666667,-0.5710935
FBgn0004901,3,7.603333333,-0.571925428
FBgn0039589,3,6.67,-0.575527269
FBgn0029095,3,6.04,-0.576482214
FBgn0031321,8,6.1425,-0.577300118
FBgn0028507,4,5.85,-0.581995444
FBgn0263097,4,7.095,-0.584242114
FBgn0037364,5,6.63,-0.584950354
FBgn0040212,3,6.576666667,-0.587922166
FBgn0261434,14,6.621904762,-0.589143865
FBgn0261429,3,7.54,-0.589252311
FBgn0085378,4,6.36,-0.59078578
FBgn0039565,3,6.51,-0.592116244
FBgn0037526,3,7.033333333,-0.595959555
FBgn0037250,14,6.830232558,-0.599248245
FBgn0000591,4,7.985,-0.600683435
FBgn0005585,3,6.466666667,-0.601016977
FBgn0003884,4,6.345,-0.602512503
FBgn0037279,4,6.97,-0.607003768
FBgn0001168,6,6.87,-0.607027156
FBgn0031287,6,6.871666667,-0.608267614
FBgn0050431,4,5.865,-0.611753806
FBgn0037329,9,7.693333333,-0.612762774
FBgn0035101,17,6.851851852,-0.614179567
FBgn0035158,4,7.53,-0.616693709
FBgn0035106,15,6.575333333,-0.618214751
FBgn0000492,3,7.31,-0.618978514
FBgn0035152,3,6.53,-0.619151893
FBgn0000439,4,7.985,-0.620287997
FBgn0002522,7,7.012857143,-0.621618391
FBgn0035285,3,5.813333333,-0.622229177
FBgn0035235,4,6.85,-0.622391859
FBgn0014342,3,6.293333333,-0.622543281
FBgn0086697,4,7.5725,-0.625802469
FBgn0037293,3,6.536666667,-0.626052251
FBgn0027492,4,7.0325,-0.627456898
FBgn0034392,3,6.35,-0.629660975
FBgn0001180,7,6.351428571,-0.62966401
FBgn0039636,4,6.705,-0.630123389
FBgn0037882,3,6.466666667,-0.63610937
FBgn0038803,3,7.876666667,-0.639458809
FBgn0053100,3,7.603333333,-0.641373428
FBgn0037301,7,6.507142857,-0.646155908
FBgn0052343,7,6.541428571,-0.647526971
FBgn0086695,8,6.27375,-0.651433348
FBgn0040283,3,6.543333333,-0.652357791
FBgn0039169,4,8.76,-0.653414213
FBgn0039509,3,6.806666667,-0.655106096
FBgn0035267,3,7.356666667,-0.657377516
FBgn0027594,6,7.656666667,-0.660464508
FBgn0052066,3,6.71,-0.660773372
FBgn0039407,6,6.463333333,-0.663006261
FBgn0000071,10,6.436,-0.663025847
FBgn0035270,4,5.97,-0.66442127
FBgn0039557,4,7.545,-0.66695511
FBgn0011739,4,6.655,-0.667021695
FBgn0002931,25,7.4196,-0.667131364
FBgn0013576,3,7.053333333,-0.668083817
FBgn0039283,4,6.655,-0.668665279
FBgn0259818,21,6.592380952,-0.669079272
FBgn0259139,4,5.88,-0.669248558
FBgn0028691,4,6.445,-0.66937505
FBgn0016754,5,6.272,-0.669749305
FBgn0083969,3,6.576666667,-0.679029295
FBgn0037363,4,8.25,-0.684306873
FBgn0002633,3,6.543333333,-0.688600241
FBgn0035229,6,7.64,-0.690660163
FBgn0041161,4,6.305,-0.696245931
FBgn0000577,8,8.31875,-0.707856291
FBgn0003900,4,7.165,-0.708571742
FBgn0262109,22,7.395,-0.709544246
FBgn0040071,5,5.952,-0.711138503
FBgn0002631,4,6.8475,-0.712984857
FBgn0042111,3,6.61,-0.714380933
FBgn0022349,3,6.51,-0.719136905
FBgn0027598,4,6.36,-0.724975724
FBgn0039139,5,6.52,-0.726989055
FBgn0035237,5,6.852,-0.729586522
FBgn0024326,4,6.72,-0.732343745
FBgn0037504,3,7.056666667,-0.732839149
FBgn0037644,3,6.926666667,-0.732942926
FBgn0020299,3,7.836666667,-0.739508608
FBgn0028684,3,6.563333333,-0.746418419
FBgn0001148,3,7.85,-0.749532071
FBgn0035145,4,6.8225,-0.754242692
FBgn0260642,4,6.47,-0.755373077
FBgn0031250,5,7.53,-0.757251874
FBgn0039189,3,6.52,-0.760752941
FBgn0037261,5,7.09,-0.765386742
FBgn0020304,9,7.078888889,-0.766303086
FBgn0003720,6,6.251666667,-0.774041574
FBgn0028690,3,8.836666667,-0.790094045
FBgn0037371,5,7.078,-0.791235235
FBgn0040297,4,7.625,-0.804100502
FBgn0037213,11,7.002370161,-0.809948522
FBgn0039349,4,6.525,-0.810772744
FBgn0035236,4,8.4,-0.839129609
FBgn0028373,4,6.36,-0.864333874
FBgn0020887,3,6.103333333,-0.864971596
