Gene_Name,Number_of_binding_site,Strenght_of_binding,Expression_covariation
FBgn0043362,3,7.49,-0.415277576
FBgn0033633,3,7.49,-0.366471548
FBgn0037218,7,7.47,0.744534076
FBgn0010772,4,7.47,-0.269222478
FBgn0028717,3,7.47,0.438404352
FBgn0027865,3,7.47,-0.178599707
FBgn0037435,3,7.47,-0.504733833
FBgn0022981,12,7.45,0.029385552
FBgn0037261,9,7.45,-0.616157865
FBgn0035268,6,7.45,-0.317128192
FBgn0031299,5,7.45,-0.344788157
FBgn0051481,5,7.45,-0.242887986
FBgn0033520,3,7.45,-0.368319984
FBgn0016696,3,7.45,0.278743875
FBgn0004436,3,7.45,0.417921524
FBgn0037241,14,7.44,0.150643254
FBgn0086605,10,7.44,0.405025779
FBgn0035189,9,7.44,-0.321187838
FBgn0010548,5,7.44,0.588837732
FBgn0040007,5,7.44,-0.00623619
FBgn0035164,4,7.44,0.184685215
FBgn0002774,4,7.44,-0.345299472
FBgn0040212,3,7.44,-0.52329372
FBgn0031231,17,7.43,0.518956896
FBgn0031384,9,7.43,-0.201658117
FBgn0037301,5,7.43,-0.46965108
FBgn0031250,5,7.43,-0.722183992
FBgn0031376,3,7.43,-0.692370767
FBgn0260862,6,7.41,0.214038762
FBgn0037135,4,7.41,0.15565664
FBgn0033015,3,7.41,0.533276543
FBgn0003444,9,7.39,0.352728262
FBgn0004777,9,7.39,-0.025874554
FBgn0086912,8,7.39,0.637776007
FBgn0031238,7,7.39,-0.491375853
FBgn0002522,5,7.39,-0.583679683
FBgn0031281,4,7.39,0.032416509
FBgn0015621,4,7.39,-0.46035465
FBgn0011695,3,7.39,-0.158341272
FBgn0031992,3,7.39,-0.011943981
FBgn0022708,3,7.39,-0.592850516
FBgn0037262,13,7.34,-0.022496695
FBgn0037263,13,7.34,0.232811932
FBgn0262624,10,7.34,-0.626723859
FBgn0026238,5,7.34,0.741614471
FBgn0003261,5,7.34,-0.165669344
FBgn0001180,5,7.34,-0.401750278
FBgn0037372,4,7.34,-0.22626461
FBgn0002183,4,7.34,-0.649471438
FBgn0031401,4,7.34,0.582700574
FBgn0261261,4,7.34,0.040687361
FBgn0010288,4,7.34,0.082052615
FBgn0031399,3,6.34,-0.076199959
FBgn0002645,3,7.34,0.545687881
FBgn0025525,3,6.34,-0.49188341
FBgn0004583,3,6.34,-0.447226086
FBgn0035954,3,6.34,-0.652136475
FBgn0261562,10,7.27,0.023470454
FBgn0031379,9,6.27,-0.617462344
FBgn0031304,8,7.27,-0.527608156
FBgn0261938,7,7.27,0.660418398
FBgn0037297,7,7.27,-0.406164318
FBgn0250789,6,6.27,-0.367203428
FBgn0011204,6,7.27,0.730802461
FBgn0024510,6,7.27,0.559563337
FBgn0067864,5,7.27,0.023029063
FBgn0031377,4,7.27,-0.360830431
FBgn0260648,4,7.27,-0.544219904
FBgn0015829,4,6.27,-0.586574992
FBgn0039020,3,7.27,0.327958318
FBgn0031229,16,7.24,0.310266887
FBgn0000166,7,7.24,0.744564393
FBgn0033060,6,7.24,0.296498557
FBgn0035287,5,7.24,-0.170800137
FBgn0035238,5,7.24,0.596035099
FBgn0000541,5,7.24,0.001892672
FBgn0035173,5,7.24,0.112601093
FBgn0031344,4,7.24,-0.605530633
FBgn0013811,3,7.24,-0.076736676
FBgn0063485,3,7.24,-0.518104152
FBgn0035272,3,7.24,-0.511561008
FBgn0005536,3,7.24,-0.249848282
FBgn0033265,3,7.24,-0.080633757
FBgn0051313,3,7.24,-0.459110163
FBgn0001325,3,7.24,-0.340379834
FBgn0010333,12,7.18,0.489037263
FBgn0035204,6,7.18,0.430512854
FBgn0037329,6,7.18,-0.576621882
FBgn0035207,5,7.18,0.713192388
FBgn0042712,3,7.18,0.106670238
FBgn0262110,3,7.18,0.621901289
FBgn0037327,3,7.18,0.77075612
FBgn0040466,3,7.13,0.502563565
FBgn0028577,7,7.08,-0.170794419
FBgn0027527,4,7.08,-0.323554512
FBgn0086365,3,7.08,-0.527530401
FBgn0037279,3,7.08,-0.650883946
FBgn0017457,10,7.06,0.27503157
FBgn0260799,8,7.06,0.22776843
FBgn0053526,8,7.06,-0.626010369
FBgn0003138,4,7.06,0.744498124
FBgn0264305,3,7.06,0.633141413
FBgn0264307,3,7.06,0.335765451
FBgn0004373,3,7.06,0.549717825
FBgn0037242,13,7.04,-0.585448693
FBgn0263594,11,7.04,-0.020352517
FBgn0037446,3,7.04,-0.013891364
FBgn0033690,3,7.04,-0.49777363
FBgn0034276,3,7.04,-0.383288967
FBgn0037328,4,7.02,0.009900021
FBgn0037332,3,7.02,0.015593103
FBgn0004378,6,7.01,-0.027238823
FBgn0031321,4,7.01,-0.490822809
FBgn0037659,4,7.01,-0.491387542
FBgn0014018,3,7.01,-0.053192062
FBgn0036249,3,7.01,0.322148869
FBgn0020304,8,7,-0.516583041
FBgn0250746,7,7,0.537433816
FBgn0031374,7,7,0.453476671
FBgn0020545,6,7,0.633630763
FBgn0020622,6,7,-0.279900064
FBgn0021874,4,7,-0.671991971
FBgn0015905,4,7,-0.371726846
FBgn0037313,4,7,-0.196824978
FBgn0031268,4,7,-0.054012066
FBgn0035262,3,7,-0.475880755
FBgn0260943,3,7,-0.167109006
FBgn0052311,4,6.99,-0.20887249
FBgn0086768,4,6.98,-0.379200947
FBgn0023023,4,6.98,-0.393687082
FBgn0037340,4,6.98,-0.266716946
FBgn0037342,4,6.98,-0.623012854
FBgn0013576,4,6.98,-0.637547125
FBgn0039350,3,6.98,0.738884577
FBgn0033038,4,6.97,-0.535896896
FBgn0035211,3,6.97,0.370054408
FBgn0035237,3,6.97,-0.516745772
FBgn0052944,13,6.95,-0.006975129
FBgn0024912,9,6.95,0.211816384
FBgn0033010,8,6.95,0.388246416
FBgn0086130,5,6.95,0.574683931
FBgn0026566,5,6.95,0.551122538
FBgn0051658,5,6.95,0.249803115
FBgn0033482,4,7.95,-0.434179407
FBgn0053094,3,6.95,0.337939362
FBgn0013810,3,6.95,0.108389242
FBgn0036862,3,7.95,-0.534565919
FBgn0031244,9,6.94,0.617440978
FBgn0026417,5,6.94,0.079088703
FBgn0260794,5,6.94,-0.304656525
FBgn0022702,6,6.92,-0.081106806
FBgn0031296,3,6.91,0.002963975
FBgn0034180,3,6.91,-0.299848988
FBgn0035194,9,6.9,-0.020078934
FBgn0020248,7,6.9,0.272655991
FBgn0035298,6,6.9,-0.269462319
FBgn0259212,6,6.9,0.435633948
FBgn0035199,5,6.9,-0.119938545
FBgn0032814,4,6.9,-0.52257443
FBgn0040809,4,6.9,-0.487719299
FBgn0035169,4,6.9,0.206837489
FBgn0020388,3,6.9,0.307596003
FBgn0035393,3,6.9,0.354189288
FBgn0031842,3,7.9,-0.53252042
FBgn0000097,3,7.9,-0.420930535
FBgn0031285,4,6.89,-0.165764914
FBgn0037309,4,6.88,-0.224301294
FBgn0027375,3,6.88,-0.281707028
FBgn0043458,8,6.87,0.597503002
FBgn0264272,5,6.87,-0.400115152
FBgn0031287,4,6.87,-0.378356833
FBgn0035235,7,6.86,-0.681799215
FBgn0260755,6,6.86,0.536427315
FBgn0262970,5,6.86,-0.075312886
FBgn0035267,6,6.85,-0.532936653
FBgn0031245,5,6.85,-0.579501071
FBgn0261429,4,6.85,-0.279387651
FBgn0264574,3,6.85,0.128411956
FBgn0031774,3,6.85,-0.265780658
FBgn0086475,3,6.85,-0.313053773
FBgn0037234,16,6.83,0.636257662
FBgn0035233,7,6.83,-0.236640622
FBgn0001123,3,6.83,-0.674270613
FBgn0025712,3,6.8,-0.48586681
FBgn0031260,3,6.8,0.048961147
FBgn0035205,10,6.79,-0.447941317
FBgn0001142,8,6.79,0.645204644
FBgn0031741,3,6.79,0.385959593
FBgn0031738,3,6.79,0.320544316
FBgn0037293,4,6.77,-0.588212048
FBgn0033241,4,6.77,-0.519519827
FBgn0050431,4,6.77,-0.599413686
FBgn0031952,4,6.77,-0.427017311
FBgn0035179,3,6.77,-0.378245265
FBgn0004636,3,6.77,-0.381826864
FBgn0034933,3,6.77,0.579514088
FBgn0262867,3,6.77,-0.546476315
FBgn0035181,6,6.75,0.016403686
FBgn0031398,3,6.7,0.470945123
FBgn0033274,3,6.68,-0.387865961
FBgn0014006,3,6.68,-0.449307293
FBgn0003557,3,6.68,-0.477421488
FBgn0037255,4,6.62,-0.353206355
FBgn0051523,4,6.62,0.621354079
FBgn0002931,18,6.61,-0.424246819
FBgn0031216,18,6.61,-0.217162252
FBgn0031251,4,6.59,-0.447091178
FBgn0033252,3,6.59,-0.070138586
FBgn0261613,3,6.59,-0.26415114
FBgn0013725,3,6.59,-0.602775302
FBgn0038803,3,6.56,-0.589848043
FBgn0004390,3,6.56,0.466750741
FBgn0035232,5,6.54,-0.265922354
FBgn0020305,3,6.54,0.146494575
FBgn0037249,15,6.52,-0.030613683
FBgn0031253,3,6.52,-0.037643672
FBgn0034371,3,6.52,0.390170967
FBgn0031252,3,6.52,-0.389255792
FBgn0037299,4,6.51,0.128913179
FBgn0025693,3,6.51,-0.157068623
FBgn0033884,3,6.51,-0.579705291
FBgn0031220,17,6.5,-0.34306583
FBgn0037244,4,6.45,0.080623097
FBgn0040465,3,6.45,0.218060513
FBgn0033039,3,6.44,0.360079188
FBgn0261243,3,6.43,-0.648580584
FBgn0010602,3,6.42,-0.010750372
FBgn0035285,5,6.41,-0.453269995
FBgn0262603,4,6.41,0.042044279
FBgn0000099,3,6.41,-0.377403737
FBgn0004507,3,6.41,0.458114666
FBgn0041161,3,6.41,-0.55359693
FBgn0052150,3,6.41,-0.241145832
FBgn0010750,4,6.39,-0.029596922
FBgn0032587,3,6.39,0.389531778
FBgn0020270,4,6.35,0.45790614
FBgn0037317,3,6.35,-0.141846008
FBgn0031247,3,6.35,0.451319812
FBgn0260756,3,6.35,-0.004889658
FBgn0033049,6,6.34,-0.301597477
FBgn0035213,3,6.34,0.293647671
FBgn0261985,3,6.34,0.477448036
FBgn0036801,3,6.34,0.468859249
FBgn0035132,6,6.33,-0.177694142
FBgn0035203,4,6.32,-0.406532651
FBgn0033236,3,6.32,0.751032404
FBgn0000464,3,6.32,0.314899434
FBgn0032812,3,6.32,-0.189108275
FBgn0036096,3,6.32,-0.585481695
FBgn0027548,3,6.32,-0.388500168
FBgn0016054,3,6.3,-0.465802433
FBgn0032871,3,6.3,-0.097096793
FBgn0029095,4,6.22,-0.69156278
FBgn0028690,3,6.13,-0.612743207
